glottocode	name	latitude	longitude	iso
angl1264	Anglo-Frisian			
angl1265	Anglic			
angl1266	Angluo			
angl1267	Anglian			
ango1253	Angole			
ango1254	Angor	-3.7167	141.199	agg
ango1255	Angoram	-4.07758	144.028	aog
ango1256	Angotero			
ango1257	Angosturas Tunebo	6.54198	-71.9212	tnd
ango1258	Angolar	0.11438	6.59486	aoa
ango1259	Angola Nzeto			
ango1260	Angola Suku			
angp1238	Angphang			
angu1242	Anguthimri	-12.395	141.755	awg
angu1243	Anguthimri-Yangathimri-Yuputhimri			
angu1244	Anguthimri-Yangathimri			
angw1241	Angwe (Batu)			
angw1242	Angwe			
anha1238	Anhaqui			
anha1242	Anhar			
anha1243	Anhaltisch			
anhi1238	Anhil			
anii1245	Anii	9.11127	1.60169	blo
anii1246	//Ani	-19.0966	22.9088	hnh
anii1247	||Ani			
anil1235	Ani-Labo			
anim1239	Animere	7.60385	0.41962	anf
anim1240	Anim			
anin1240	Anindilyakwa	-13.99904	136.6415	aoi
anin1241	Anini-Y			
anin1242	Aninka	9.08	8.51	aqk
anio1238	Aniocha			
anip1235	Ani Phowa	23.7	103.6	ypn
anir1237	Warwar Feni			hrw
aniw1237	Aniwa			
aniz1234	Anizah of the Syrian desert			
anja1238	Anjam	-5.45899	145.717	boj
anja1239	Anjagwa			
anju1241	Anjuski			
anka1245	Anka			
anka1246	Ankave	-7.19444	145.754	aak
anka1247	Ankai			
ankp1238	Ankpa			
anma1239	Anmatyerre	-22.2853	133.286	amx
anma1240	Anmatyerr Auxiliary Sign Language			
anoo1238	Ano			
anor1241	Anor	-4.98449	144.801	anj
ansb1234	Ansbacher-Neustädter-Coburger Franconian			
anse1238	Anserma	6.24999	-76.05	ans
ansu1237	Ansus	-1.7543	135.866	and
ansu1238	Ansus-Ambai			
anta1252	Antarbedi			
anta1253	Antakarinya	-27.1152	134.838	ant
anta1254	Anta			
anta1255	Antankarana Malagasy	-13.2164	49.2402	xmv
anta1256	Antabamba			
anta1257	Antabamba (Arequipa-La Union Quechua)			
anta1259	Antaimoro			
anta1260	Antambohoaka			
anta1261	Antaisaka			
anta1262	Antanalana			
anti1242	Antioquian	7.199341	-75.342236	
anti1245	Antigua and Barbuda Creole English	17.068263	-61.821863	aig
anti1246	Antioch			
anti1247	Antillean Arawakan			
anti1248	Anti-Atlas			
anto1235	Antoniano Salinan			
antw1238	Antwerps			
antw1239	Antwerp Brabants			
anua1242	Anuak	7.57714	34.0267	anu
anuf1239	Anufo	10.2839	0.56021	cko
anuk1239	Anuki	-9.6692	149.822	aui
anus1237	Korur	-2.26271	139.502	auq
anus1238	Anus-Podena			
anut1237	Anuta	-11.61	169.85	aud
anuu1241	Anu-Hkongso	21.5	93.05	anl
anuu1242	Anu (Ghana)			
anuu1243	Anu			
anya1244	Anyang			
anya1245	Anyama			
anya1246	Anyang (Cameroon)			
anyi1244	Anyin Morofo	6.1627	-4.64232	mtb
anyi1245	Anyin	6.31781	-3.30532	any
anyi1246	Anyinic			
anyi1247	Anyi	28.84359	115.54773	
anyu1238	Anyugba			
anyx1238	Anykh			
anza1234	Anzali			
aohe1237	Aoheng-Seputan	0.87404	114.127	pni
aohe1238	Aoheng			
aoic1235	Central Naga			
aola1237	Aola			
aolu1238	Aoluguya			
aona1235	Ao Naga	26.3241	94.3824	njo
aore1237	Aore	-15.5753	167.166	aor
aota1239	Ao Tá			
aoua1234	A'ou	26.8	105.85	aou
aouu1238	Nuclear A'ou			
aowi1238	Aowin			
apaa1238	Apa			
apab1234	Apabhramsic			
apac1239	Apachean			
apah1238	Apahapsili			
apal1237	Apalachee	30.118	-84.416	xap
apal1255	Apalik	-6.29002	149.96	apo
apal1256	Apali	-5.1727	145.023	ena
apal1257	Apalaí	1.49792	-54.7457	apy
apal1258	Apalic			
apam1237	AP-AM-AH			
apan1242	Apani			
apan1243	Apanjekra			
apap1240	Apapocuva			
apap1241	Apapantilla			
apas1235	Apasco-Apoala Mixtec	17.6143	-97.0657	mip
apat1240	Apatani	27.1933	93.7284	apt
apia1246	Apiapum			
apia1247	Apiaka-Tocantins	-6.5	-49.771729	
apia1248	Apiaká	-7.84711	-57.91	api
apin1244	Apinayé	-6.10774	-47.6315	apn
apma1240	Apma	-15.8559	168.189	app
apma1241	Ap Ma	-4.35147	144.085	kbx
apmi1239	Apmisibil			
apoi1238	Apoi			
apok1238	Apuka			
apol1241	Apolo			
apol1242	Apolista	-14.83	-68.66	
apon1238	Aponte Inga			
apon1239	Aponte-Santiago Inga			
apos1239	Apos			
apot1235	Apoto			
appa1236	Appalachian English			
appe1239	Äppelbo			
apro1235	Aproumu Aizi	5.20273	-4.52192	ahp
apso1237	Apsokok			
apuc1241	Apucikwar	12.241	92.7965	apq
apuk1238	Apuk			
apul1236	Apulia-Calabrian Greek	40.35	18.166667	
apul1237	Apulian Greek	40.24882	18.28318	
apur1252	Southern Pura			
apur1253	Apurí			
apur1254	Apurinã	-8.21692	-66.7714	apu
apur1255	Apurí-Madeán-Viñac			
aput1237	Aputai	-7.84732	126.496	apx
aput1239	Aput-Busang-Merah-Kohi			
aqus1234	Aqusha-Uraxi			
arab1265	Arabkir			
arab1266	Arabana-Wangganguru			
arab1267	Arabana	-28.705	135.449	ard
arab1268	Arabela	-1.96126	-75.0612	arl
arab1393	Arabian Peninsula Arabic			
arab1394	Arabian			
arab1395	Arabic			
arab1396	Arabela-Andoa			
arab1397	Arabic-based pidgin			
arab1398	Arab Sign			
arab1399	Arab El-Naim Sign Language	32.8875	35.29	
arab1400	Arabkhane			
arac1235	Aracaju			
arad1238	Aradhin			
araf1243	Arafundi			arf
araf1245	Arafundi-Enga Pidgin	-5.101836	143.298006	
arag1245	Aragonese	42.4669	-0.00919	arg
arag1246	Modern Castilian of Aragon			
arai1239	Araicu	-3.104315	-67.2052	
arak1251	Araki (Iran)			
arak1252	Araki	-15.632997	166.952542	akr
arak1253	Arakan Manobo			
arak1254	Arakwal			rkw
arak1255	Arakanese-Marma			
arak1256	Arakanese			mhv
arak1257	Araki-Tangoa			
arak1258	Arakmbut			
aral1243	Aralle-Tabulahan	-2.78397	119.319	atq
aral1244	Aralle			
aram1252	Aramanik	-2.90656	37.3491	aam
aram1253	Arammba	-8.29593	141.445	stk
aram1254	Aramia River			
aram1259	Aramaic			
aram1260	Arame-Gubaare	12.299274	-16.373202	
aran1237	Dombano	-2.08016	132.983	jbj
aran1260	Aranese			
aran1261	Aranadan	11.35252	75.79538	aaf
aran1263	Upper Arrernte			
aran1264	Arangka'a			
aran1265	Aranama	28.65425	-97.38526	xrt
aran1266	Arandic-Thura-Yura			
aran1267	Arandic			
aran1268	Arani-Bidgoli			
aran1269	Arana-Borum			
aran1270	Aranda Auxiliary Sign Language			
arao1247	Araona-Toromono			
arao1248	Araona	-12.4242	-67.7293	aro
arap1273	Arapahoic			
arap1274	Arapaho	43.3879	-108.81	arp
arap1275	Arapaso	0.13727	-67.7282	arj
arap1278	Aráp			
arap1279	Arapesh			
arap1280	Arapaho-Gros Ventre-Besawunena			
arap1281	Arapaso-Miriti			
arar1263	Ararapina			
arar1264	Ararawa			
arar1265	Arara-Shawanawa			
arar1266	Ararat			
aras1241	Arasairi			
arau1254	Arau-Varosia			
arau1255	Araucanian			
arav1239	Arava			
arav1240	Aravia			
araw1269	Arawe-Pasismanua			
araw1271	Nuclear Arawe			
araw1272	Arawum	-5.52787	145.903	awm
araw1273	Araweté	-4.90246	-52.5001	awt
araw1276	Lokono	5.64295	-56.9243	arw
araw1280	Arawa			
araw1281	Arawakan			
araw1282	Arawan			
araw1283	Arawe			
araw1288	Arawakan (Unattested)			
araw1289	Arawan (Unattested)			
araw1290	Arawetic			
araz1236	Arazaire	-13.25	-70.8	
arba1240	Arbanasi			
arbe1236	Arbëreshë Albanian	38.911	16.7164	aae
arbe1239	Arbel			
arbo1235	Arborense			
arbo1245	Arbore	4.92183	36.7986	arv
arca1234	Arcado-Cypriot			
arch1244	Archi	42.3239	46.8267	aqc
arch1246	Archaic Norrlandic	66.32	22.84	
arch1247	Archaic Irish (7th century)			
arch1248	Archaic Egyptian			
arda1234	Ardakani			
arde1234	Ardestani			
ardv1234	Ardvin-Tbilisi			
area1240	'Are'are	-9.20699	161.158	alu
areb1238	Areba	-16.63548	142.63107	aea
areb1239	Arebhashe			
arec1238	Arecuna			
ared1234	Are-Doga			
aree1239	Are	-9.67147	149.999	mwc
arei1235	Are linkage			
arek1234	Arekan			
arem1240	Arem	17.7672	105.928	aem
areq1237	Arequipa-La Unión Quechua	-15.1806	-72.6333	qxu
ares1234	Aresh-Havarik			
aret1240	Aret			
aret1241	Are-Taupota linkage			
arew1238	Arewa			
arge1236	Argentine Sign Language	-34.797	-59.1798	aed
argo1244	Argobba	10.6596	39.756	agj
argu1237	Arguni	-2.645798	132.5556	agf
arha1237	Arhâ	-21.2866	165.273	aqr
arhe1238	Arhe			
arho1237	Arhö	-21.3183	165.161	aok
arhu1241	Arhuacic			
arhu1242	Arhuaco	10.7018	-73.6363	arh
arib1240	Aribwaung	-6.65252	146.919	ylu
arib1241	Aribwatsa	-6.72266	146.991	laz
arid1234	Arid-Washm-Sudair			
arie1239	Ariégeois			
arif1239	Arifama-Miniafia	-9.15565	149.246	aai
arif1240	Arifama			
arig1246	Arigidi	7.56324	5.89556	aqg
arig1247	Arigidí			
arig1248	Arigibi			
arii1243	Ari	-7.95526	142.4	aac
arii1244	Ari (Papua New Guinea)			
arik1262	Arikara	45.0	-100.0	ari
arik1263	Arikemic			
arik1264	Arikem	-8.924	-63.742	ait
arik1265	Arikapú	-12.4878	-62.7261	ark
arik1266	Arik			
arik1267	Arikem-Tupari			
arin1243	Arin	57.0	93.0	xrn
arin1244	Aringa	3.56143	31.3071	luc
arin1246	Arinbit			
ario1238	Ariom			
arit1239	Arritinngithigh	-12.96	141.95	rrt
ariw1234	Ari-Waruna			
ariz1237	Arizona Tewa	35.836667	-110.381389	
arka1238	Arkan Valley			
arli1238	Arlija			
arli1239	Arli-Dolenjski			
arma1243	Arman	59.67099	150.13239	
arma1244	Arma	2.03332	-76.0	aoh
arma1245	Armaneshti			
arma1246	Arma-Aurahuá-Chupamarca			
arme1241	Armenic			
arme1259	Baraninsky Armenian Sign Language	40.1002	44.4767	aen
arme1260	Mədrəsə			
aroa1234	Aroaqui	-2.102167	-60.398433	
arog1238	Arogbo			
aroh1238	Arohun			
arok1238	Arokaara			
arom1237	Aromanian	40.616	21.2	rup
arom1238	Aroma			
arop1242	Arop-Sissano	-3.06984	142.12	aps
arop1243	Arop-Lokep	-5.31671	147.103	apr
arop1244	Arop			
aros1241	Arosi	-10.2441	161.432	aia
arsh1235	Arsho			
arsi1238	Arsi			
arsj1234	Arsjogg			
arta1239	Arta	16.4185	121.656	atz
arti1236	Artificial Language			
arti1237	Artial			
arto1238	Artois			
artv1238	Artvin			
arua1259	Arua			
arua1260	Aruamu	-4.28957	144.842	msy
arua1261	Aruá (Rondonia State)	-12.1186	-62.4357	arx
arua1262	Aruáshi			
arua1263	Arawá (Amazonas State)	-5.5	-67.98	aru
arua1264	Aruan	-0.608631	-50.123291	
arub1238	Caquetio	11.28679	-69.65051	
arue1240	Aruek	-3.37841	142.715	aur
arug1238	Arughunya			
arum1242	Arumbi			
arum1243	Arumaka			
aruo1240	Srenge	-3.45782	142.478	lsr
arup1240	Arupai			
arus1241	Ərüsküş-Dağ Quşçu			
arus1242	Arusha			
arus1243	Arusa			
arut1243	Arut			
arut1244	Arutani	4.0673594	-62.8676118	atx
aruu1241	Aru			
arva1236	Arvanitika Albanian	38.283	23.3703	aat
arwa1237	Arwala			
arze1238	Arzeu			
asaa1238	Asa			
asak1234	Asakh			
asal1234	Asalemi			
asan1239	Asante			
asap1239	Asapa			
asar1240	Asaro'o	-5.68263	146.508	mtv
asas1240	Asas	-5.69345	145.549	asd
asat1235	Asat			
asba1238	Asbalmin			
aseb1238	Asebi			
asee1238	Ase			
asen1242	Asen			
asen1243	Asento			
asen1244	Åsen			
aser1237	Asera			
aset1235	Ase-Taveak			
aset1237	Aset			
asha1241	Asha-Ashe-Kak			
asha1242	Ashe-Asha			
asha1243	Asháninka	-11.9311	-73.9073	cni
asha1244	Asha-Ashe-Kak-Matsi-Nan			
asha1245	Ashali			
ashe1269	Ashe	9.36574	7.39443	ahs
ashe1270	Ashen			
ashe1271	Ashe-Asha Norte			
ashe1272	Ashéninka Perené	-10.9777	-74.9153	prq
ashe1273	Ashéninka Pajonal	-10.7583	-74.2014	cjo
ashe1274	Asheninka			
ashi1242	Ashiti			
ashi1243	Ashing	29.01028	94.90194	
ashk1245	Ashkharik			
ashk1246	Ashkun	35.10699	70.542035	ask
ashk1247	Ashkaraua			
asho1236	Asho Chin	21.393	93.5069	csh
asho1237	Ashoic			
ashr1238	Ashreti			
asht1244	Ashtiani	37.7469	48.6808	atn
asht1245	Ashtikulin			
ashu1242	Ashkunu			
ashu1243	Ashuku			
asia1264	Asiaoro	-10.280863	149.361218	
asia1266	Asia Minor			
asif1237	Asifabad			
asil1242	Asilulu	-3.67302	127.952	asl
asko1238	Askopan	-6.22539	155.307	eiv
asla1234	Aslanbeck			
asli1243	Aslian			
asli1244	ASLic			
asma1256	Asmat-Kamoro			
asma1257	Asmat			
asoa1238	Asoa	2.26818	26.7198	asv
ason1245	Asong			
ason1246	Asonga			
ason1247	Asonga (Ngumbi)			
aspr1238	Aspromonte	38.0166	15.88621	
assa1262	Eastern Kamrupa			
assa1263	Assamese	26.0876	91.2932	asm
assa1264	Sukaphic			
assa1265	Assam Khamti			
assa1266	Assan	56.0	94.0	xss
assa1267	Assaikio			
assa1268	Assaka			
assa1269	Assangori	13.9592	22.6393	sjg
assa1271	Assamese-based pidgin			
assa1272	Assaorta			
assa1275	Assam Tai A			
assa1276	Assam Tai B			
asse1237	Assem			
assi1246	Assi			
assi1247	Assiniboine	49.2923	-106.068	asb
asss1237	As	-0.75267	131.728	asz
assy1241	Assyrian Neo-Aramaic	36.75	43.0	aii
assy1242	Assyrian			
asta1240	Astara			
asto1242	Astori			
asto1243	Astor			
astr1245	Astrakhan Armenian			
astr1246	Astrakhan Tatar			
astr1247	Eastern Bel			
astu1244	Asturo-Leonese			
astu1245	Asturian-Leonese-Cantabrian	42.4181	-6.02227	ast
astu1246	Asturian			
asue1235	Asue Awyu	-5.98341	139.123	psa
asum1237	Asumboa	-11.2969	166.499	aua
asun1235	Asu (Nigeria)	10.0849	5.42081	aum
asun1236	Asunción Mixtepec Zapotec	16.8762	-96.8704	zoo
asur1254	Asuri	21.5721	83.4562	asr
asur1255	Asuric			
asut1235	Asu (Tanzania)	-4.17978	37.8323	asa
asyu1234	Asyūṭ–Gina			
asyu1235	Asyūṭ–Luxor			
ataa1240	Ata	9.715	122.9	atm
ataa1241	Ata (New Britain)			
atab1238	Ataba			
atac1235	Atacame	0.834931	-79.778137	
atak1250	Atakora Fulfulde			
atak1251	Atakat			
atak1252	Atakapa	30.9121	-93.0827	aqp
atal1239	Atala			
atam1239	Atampaya	-11.0018	142.273	amz
atam1240	Ata Manobo	7.7789	125.499	atd
atan1241	West Sogeram			
atar1237	Ataripoe			
atat1238	Atatláhuca Mixtec	17.07133	-97.67753	mib
atat1240	Atatlahuca-Monteverde			
atay1246	Atayalic			
atay1247	Atayal	24.5209	121.388	tay
atch1238	Atchin			
atem1241	Mand	-5.08137	144.806	ate
ater1235	Ater			
ates1238	Atesino			
atha1245	Athabaskan-Eyak-Tlingit			
atha1246	Athabaskan-Eyak			
atha1247	Athabaskan			
athe1238	Athens			
athi1234	Athima	-17.2	142.4	
atho1238	Athoc			
athp1240	Athpariyic			
athp1241	Athpariya	26.8794	87.3296	aph
atie1234	Ati (Espiritu Santo)			
atii1237	Ati	11.1539	122.512	atk
atik1240	Atikamekw	47.9555	-73.7989	atj
atim1239	Atimelang			
atin1240	Atina-Pazar			
atin1241	Atinggola			
atis1238	Atisa			
atit1238	Atitlín Mixe			
atiu1237	Atiu			
atla1270	Atlacomulco-Temascalcingo			
atla1271	Atlamajalcingo del Monte	17.311733	-98.607579	
atla1275	Atlas Berber			
atla1278	Atlantic-Congo			
atla1280	Atlantic-Congo (Unattested)			
atla1282	Atlantic-Congo Speech Register			
atla1283	Atlantic Provinces English			
atoh1238	Atohwaim	-6.27123	138.666	aqm
aton1241	Atong (India)	25.346508	90.658722	aot
aton1242	Atong	6.03539	9.72121	ato
ator1243	Atorai			
ator1244	Atorada	2.481	-60.286	aox
atra1235	Atrato			
atru1239	Atruahí			
atru1243	Atrush Jewish Neo-Aramaic			
atsa1241	Atsam	9.95914	8.48301	cch
atsa1242	Atsahuaca	-14.1666	-69.5	atc
atsa1243	At Samat-Phay Lom			
atsi1239	Atsilima			
atsu1245	Atsugewi	40.4271	-120.661	atw
atta1243	Attapady Kurumba	11.1575	76.5365	pkr
atta1244	Atta			
atti1239	Attié	5.9977	-3.8209	ati
atti1240	Attic			
atto1238	Attock Hindko			
atue1238	Atuence			atf
atum1238	Atumfuor			
atzi1235	Atzingo Matlatzinca	19.3871	-99.9239	ocu
auaa1240	Aua (Pileni)			
auaa1241	Aua			
auag1234	Aua-Gawil			
auch1238	Auchi			
auga1239	Auga			
augu1237	Augustinian Sign Language			
augu1243	Augu			
auhe1237	'Auhelawa	-10.0959	151.002	kud
auia1238	Auia-Tarauwi			
auks1239	Aukshtaitish			
aulu1238	Aulua	-16.3579	167.697	aul
aume1238	Aumenefa			
auni1244	Auni			
auol1234	Au-Olo-Elkei			
aura1242	Aurama			
aura1243	Aurê y Aurá	-4.137	-46.792	aux
aure1239	Aurei			
aush1241	Aushi	-11.6295	29.0168	auh
aush1242	Aushiri	-3.3196	-74.5411	avs
auss1240	Aussa			
aust1242	Austronesian Hiri Motu			
aust1252	Austrian Sign Language	48.1197	16.225	asq
aust1253	Australian Aborigines Sign Language	-25.0	135.0	asw
aust1271	Auslan	-30.0	145.0	asf
aust1304	Austral	-23.3843	-149.462	aut
aust1305	Austroasiatic			
aust1307	Austronesian			
aust1310	Auslanic			
aust1312	Austronesian (Unattested)			
aust1313	Australic English			
aust1314	Australian English			
aust1315	Australian Vernacular English			
auuu1241	Au	-3.53277	142.105	avt
auve1239	Auvergnat Occitan	45.1278	3.1311	
auve1240	Auvergnat			auv
auwa1241	Auwaka			
auwa1242	Auwa			
auwe1239	Auwe	-3.33662	141.254	smf
auxi1235	Auxiliary Sign Systems			
auya1234	Auyana			
auye1238	Auye	-3.43705	136.096	auu
auye1239	Auye-Dao			
auyo1240	Auyokawa	9.85747	11.322	auo
avaa1240	Ava			
avac1239	Avá-Canoeiro	-13.6081	-48.1336	avv
avai1234	Avaipa	-6.211	155.39	
aval1237	Alavan			
avam1236	Avam			
avan1234	Avankari Hindko			
avar1255	Avar-Andic-Tsezic			
avar1256	Avar	41.7047	46.558	ava
avar1257	Avari			
avas1237	Avasö			
avat1243	Avatime-Nyangbo			
avat1244	Avatime	6.8688	0.41314	avn
avau1237	Avau	-6.24342	150.427	avb
aven1238	Aveno			
aver1239	Averi			
aves1237	Avestan	34.217	62.112	ave
avia1241	Avianwu			
avia1242	Aviara			
avie1238	Aviele			
avik1242	Avikam-Alladian			
avik1243	Avikam	5.15838	-5.2529	avi
avok1242	Avokaya	4.38639	29.9379	avu
avok1243	Avokaya Pur			
avok1244	Avok	-16.536653	167.773866	
avun1237	Avunatari			
awaa1246	Awa			
awab1243	Awabakal	-33.12847	151.43555	awk
awab1244	Awabagal			
awac1238	Lavia-Awalai-Damangnuo Awa	22.75	99.4833	vwa
awac1239	Awa-Cuaiquer	1.21652	-78.3401	kwi
awad1243	Awadhi	27.5907	82.4663	awa
awad1244	Awad Bing	-5.59896	146.355	bcu
awad1245	Awadhic			
awag1234	Awá (Guajá)			
awak1249	Awak-Kamo			
awak1250	Awak	9.86334	11.3291	awo
awak1251	Awake			
awal1237	Awale			
awal1239	Awalai Awa			
awan1239	Awan			
awao1234	Awa-Oweina			
awap1236	Awa (Papua New Guinea)	-6.65534	145.714	awb
awar1248	Awara	-6.16986	146.372	awx
awar1249	Awar	-4.13554	144.836	aya
awas1234	Awa-Southern Barbacoan			
away1237	Awayama			
awbo1238	Awbono	-5.05875	139.724	awh
awee1240	Awe			
awee1241	A'we			
awee1242	Aweer	-1.40124	41.234	bob
aweg1238	Awege			
awem1238	Awembak			
awer1241	Awera	-2.71886	136.063	awr
awet1244	Awetí	-12.381944	-53.391944	awe
awet1245	Aweti-Guarani			
awia1234	Awiakay-Karimba	-4.67314	143.71036	
awia1235	Awiakay			
awim1234	Awim			
awin1248	Awing	5.88362	10.264	azo
awin1249	Elevala			
awit1237	Awit			
awiy1238	Awiyaana	-6.54079	145.76	auy
awji1241	Awjilah	29.2341	21.1819	auj
awng1244	Awngi	10.9819	36.6916	awn
awng1245	Awngtim	-12.544	141.984	gwm
awor1241	Aworo			
awor1242	Awori			
awtu1239	Awtuw	-3.53129	141.928	kmn
awun1245	Auwon	-3.79671	141.999	aww
awut1241	Awutu	5.42441	-0.59545	afu
awuu1235	Southern Awu (Lope)	25.395	103.306	yiu
awyi1241	Awyi	-3.00564	140.604	auw
awyu1263	Awyu-Dumut			
awyu1264	Awyu			
awyu1265	Awyu-Ok			
axam1237	Axamb	-16.4838	167.707	ahb
axax1234	Axaxdərə Akhvakh			
axel1238	Axels			
axiy1235	Axi Yi	24.6009	103.713	yix
ayab1239	Yintyinka-Ayabadhu	-14.6652	142.893	ayd
ayac1238	Ayacuchan Quechua			
ayac1239	Ayacucho Quechua	-13.84714	-74.32246	quy
ayan1239	Ayangan Ifugao			
ayau1235	Ayautla Mazatec	18.0993	-96.5952	vmy
ayau1236	Ayautlic			
ayer1244	Ayere-Ahan			
ayer1245	Ayere	7.52206	6.01979	aye
ayer1246	Ayerrerenge	-23.699	133.88	axe
ayic1234	Ayi (China)	27.1213	98.8684	ayx
ayip1235	Ayi (Papua New Guinea)	-3.95946	142.407	ayq
ayiw1239	Äiwoo	-10.30387	166.32344	nfl
ayiz1244	Ayizi	25.0	103.7	yyz
ayiz1245	Ayizo Gbe	6.62654	2.20552	ayb
ayiz1246	Ayizo-Seto			
ayiz1247	Ayizo-Tori			
ayiz1248	Ayizo-Kobe			
ayma1253	Aymaran			
ayna1239	Aynallu			
aynt1234	Ayntab			
ayom1234	Ayomán			
ayoq1235	Ayoquesco Zapotec	16.6633	-96.8575	zaf
ayor1240	Ayoreo	-19.220055	-60.217495	ayo
ayot1238	Ayotzintepec			
ayri1234	Ayrico			
ayta1251	Ayta Hambali			
aytb1234	Ayt Bunsar			
ayth1234	Ayt Hmed			
aytm1234	Ayt Mezduy			
ayts1234	Ayt Seddat			
aytw1238	Ayt Waziten			
ayun1238	Ayun			
ayut1236	Ayutla Mixtec	16.96667	-99.0967	miy
ayuu1242	Ayu	9.2634	8.60225	ayu
azam1235	Azamgarhi			
azan1238	Azángaro-Huangáscar-Chocos			
azaw1238	Kel Ilokkod			
azer1255	Central Oghuz			
azer1256	Azer			
azex1234	Azex			
azha1235	Azha	23.9	104.15	aza
azhe1235	Azhe	24.405	103.441	yiz
azhi1238	Azhiga			
azom1238	Azom			
azon1238	Azonyu			
azoy1236	Azoyú Me'phaa	16.7584	-98.5241	tpc
azte1234	Aztec			
azua1234	Azuay Highland Quichua			
azza1238	Azzaga			
b10b1234	B10-B30			
baaa1237	Ba'a			
baad1239	Baadu			
baag1244	Baagato			
baal1234	Baale-Olam			
baam1237	Ba'amang			
baan1241	Baan	4.66709	7.30065	bvj
baan1242	Baangi	10.8083	5.7261	bqx
baan1243	Baanma			
baat1238	Baatonum	9.63186	2.99607	bba
baaw1234	Baawaja			
baaz1234	Baazem	6.80235	9.97124	
baba1263	Babango	1.79475	23.5851	bbm
baba1264	Baba	6.11222	10.5216	bbw
baba1265	Babadjou			
baba1266	Babanki	5.97863	10.2869	bbk
baba1267	Baba Malay	1.75414	103.076	mbf
baba1268	Babatana	-7.22281	157.149	baa
baba1269	Babagarupu			
baba1270	Babaga			
baba1272	Baba (East Timor)			
baba1273	Babalia Creole Arabic	12.7617	16.6925	bbz
baba1274	Babar			
baba1275	Babadağ			
babb1238	Babbe			
babe1238	Babete			
babi1235	Witsuwit'en-Babine	55.0997	-126.41	bcr
babi1236	Babine-Takla			
babo1241	Babong			
babo1242	Babon			
babu1240	Babuza	24.0017	120.585	bzg
babu1241	Babungoic			
babu1242	Babuyan	19.48	121.96	
baca1241	Bacadin			
baca1243	Bacanese Malay	-0.62275	127.49	btj
baca1245	Bacama-Yimburu	9.48873	12.01884	
baca1246	Bacama	9.53072	12.0416	bcy
baca1249	Baca (Cameroon)			
bach1242	Bachadi			
bach1243	Bachit-Gashish			
bach1244	Bachen of Hor			
bact1239	Bactrian	36.81	66.85	xbc
bada1257	Badaga	11.3094	76.5974	bfq
bada1258	Bada (Nigeria)	9.62456	9.95	bau
bada1259	Badara Duguri			
bada1260	Badaic			
bada1261	Bada (Indonesia)	-1.80249	120.319	bhz
bada1262	Bada			
bada1263	Badaga-Kannada			
bada1264	Badakhshan			
bada1265	Badaic-Limola			
badd1234	Baddey Aweer			
bade1240	Badeshi	35.2655	72.6823	bdz
bade1248	Bade	12.789	10.6557	bde
badh1238	Badhani			
badi1244	Badiotto			
badi1245	Badin			
badi1246	Badimaya	-29.0647	117.246	bia
badi1247	Ngkontar Baedi	-8.85301	140.753	khd
badi1250	Badi (Median)			
badi1252	Badikhel Pahari			
badj1244	Badjirri	-28.79	145.47	jbi
badj1245	Badjia			
badj1246	Badjiri-Eastern Karnic			
badr1234	Badrudi			
badu1237	Badui	-6.35359	106.177	bac
badw1238	Badwe'e			
bady1239	Jaad-Badyara	12.6425	-13.4759	pbp
baeg1237	Baeggu	-8.49014	160.771	bvd
bael1237	Baelelea	-8.41627	160.721	bvc
baen1237	Baenan	-15.352491	-39.5552237	
baet1237	Baetora	-15.2574	168.159	btr
bafa1247	Bafaw-Balong	4.53307	9.522	bwt
