glottocode	name	latitude	longitude	iso
kowi1239	Kowiai	-4.21954	133.468	kwh
koya1250	Koya (Mande)			
koya1251	Koya	17.6772	81.2096	kff
koya1252	Koya (Sierra Leone)			
koya1253	Koyaga	8.29177	-6.23255	kga
koyo1242	Koyo	-0.69688	15.7508	koh
koyo1243	Koyo (Cote d'Ivoire)			
koyo1244	Mboshi (C.20)			
koyo1245	Koyo-Mboshi			
koyo1246	Koyo Gula			
koyr1240	Koyra Chiini Songhay	16.192	-3.73962	khq
koyr1241	Koyra Chiini			
koyr1242	Koyraboro Senni Songhai	16.9634	-0.55187	ses
koys1241	Koy Sanjaq			
koys1242	Koy Sanjaq Jewish Neo-Aramaic	36.0451	44.6365	kqd
koyt1238	Koyta			
koyu1237	Koyukon	65.6093	-154.229	koy
koyu1238	Koyukonic			
koyu1239	Koyuká			
koza1239	Koza			
kozl1234	Kozluk-Sason-Mush			
kozy1238	Kozymodemyan			
kpaa1242	Kpa			
kpaa1243	Kpa (Sierra Leone)			
kpag1238	Kpagua	4.96154	20.1584	kuw
kpak1238	Kpakolo			
kpal1241	Kpala	4.51093	20.3108	kpl
kpal1242	Kpala-Bakpa			
kpan1245	Kpan-Icen			
kpan1246	Kpan	7.58343	10.1642	kpk
kpan1247	Kpango			
kpar1234	Kparev			
kpas1241	Kpase			
kpas1242	Kpasam	8.75286	11.231	pbn
kpat1244	Kpatili	5.17203	21.8594	kym
kpat1245	Kpatogo			
kpat1246	Kpati	7.25286	9.97669	koc
kpea1238	Kpeaply			
kpee1234	Kpeego	10.7244	-5.2677	cpo
kpel1251	Kpelen			
kpel1252	Kpelle			
kpes1238	Kpessi	8.05471	1.21078	kef
kpes1239	Kpesi-Waci			
kpla1238	Kplang	8.06653	-0.80295	kph
kple1238	Kplebo			
kplo1238	Kplor			
kpoo1238	Kpo			
kpor1238	Kporo			
kpos1239	Kposo-Ahlo-Bowili			
kpug1234	Kpugbong			
kpwe1234	Bakweric			
kraa1234	Kraasna			
krac1238	Krache	7.93475	0.01925	kye
krah1246	Krahô	-8.01172	-47.5774	xra
krak1234	Krakmun			
kran1245	Kranaria			
kran1246	Krantiki			
kran1247	Kranyeu			
krao1238	Kraol	12.8107	106.539	rka
krat1234	Kratovo			
krau1243	Krau			
krej1234	Krẽjê of Bacabal			
krem1240	Krem			
kren1239	Borum	-18.9988	-41.2299	kqq
kren1240	Krenák			
kres1240	Kresh-Aja			
kres1241	Kreshic			
krev1234	Krevin			zkv
krey1238	Northeastern Timbira	-4.199179	-44.8295387	xre
krik1239	Pykobjê	-5.94252	-46.7504	xri
krim1238	Krim	7.24116	-11.8393	krm
krin1238	Krinkati			
krio1246	Krio Fula			
krio1252	Kriol	-18.135	137.669	rop
krio1253	Krio	10.8811	-14.3204	kri
kris1246	I'saka	-2.80084	141.303	ksi
kriv1234	Kriva Palanka			
krob1243	Krobo			
krob1245	Krobu	5.86161	-4.47739	kxb
krok1237	Krokong			
kron1241	Krongo	10.514	30.003	kgo
kron1244	Krongo Abdalla			
krua1234	Kru			
krui1237	Krui			krq
krun1240	Krung	13.5699	106.761	krr
krun1243	Krung 1			
krym1236	Krymchak	34.099	34.509	jct
kryt1240	Kryz	41.1811	48.1846	kry
kryz1238	Kryts			
krze1234	Krzen			
ktiv1234	Ktivi			
kuaa1238	Southern Tshwa	-22.0237	26.0158	tyu
kuaa1239	Kua			
kual1250	Kuala Langot Besisi			
kual1251	Kuala Tembeling			
kual1252	Kuala			
kual1253	Kuriyou (Kuala Monsok Dusun)			
kual1254	Kuala Lumpur Malay			
kual1255	Kualan			
kuam1234	Kuamasi	26.35	103.33	yku
kuan1246	Kuan	18.0769	105.31	uan
kuan1247	Kuanyama	-17.7176	16.58	kua
kuan1248	Kuanua	-4.30986	152.114	ksd
kuan1249	Kua-nsi	26.45	103.33	ykn
kuan1250	Kuanhua	21.9802	101.158	xnh
kuan1251	Kuansi-Kuamasi-Sonaga			
kuan1252	Kuansi-Kuamasi			
kuar1234	Küärik			
kuay1244	Kuay			
kuba1248	Kubachi	42.08504	47.601843	ugh
kuba1249	Kubachi (Lezgian)			
kuba1250	Kubari			
kube1243	Kube			
kube1244	Kulungtfu-Yuanggeng-Tobo	-6.42586	147.536	kgf
kubi1237	Kubi (India)			
kubi1239	Kubi	10.6274	10.2746	kof
kubi1240	Kubi-Deno			
kubo1241	Kubo-Samo-Bibo			
kubo1242	Kubo	-5.92584	142.183	jko
kubo1243	Kuboro			
kubo1244	Kubokota			
kubu1239	Kubu	-2.42661	102.193	kvb
kubu1240	Kubuli			
kuch1246	Kuchbandhi			
kuch1247	Kucha			
kuch1248	Kuchi			
kuco1235	Kucong	22.26	101.25	lkc
kuda1248	Kudali			
kuda1249	Kudaka			
kuda1250	Kudar			
kudi1237	Kudiya	12.3301	75.4896	kfg
kudm1238	Kudmali	25.92	87.33	kyw
kudu1241	Kudu-Camo	11.0819	9.07725	kov
kudu1242	Kudu			
kuee1238	||Ku||e			
kufa1238	Kufa-Lima			
kufu1238	Kufuru			
kuga1239	Gengle-Kugama	8.91972	12.12947	kow
kugb1241	Kugbo	4.72951	6.56333	kes
kugb1242	Kugboic			
kuge1238	Kugenesi			
kuge1239	Kugere			
kugo1238	Kugong			
kuhp1234	Kuhpa'i	32.7	52.45	
kuhr1238	Kuhrang			
kuii1252	Kui (India)	19.2043	83.5859	kxu
kuii1253	Kui (Indonesia)	-8.38204	124.791	kvd
kuii1254	Kui			
kuij1237	Kuijau	5.47179	116.108	dkr
kuik1244	Kui-Kuvi			
kuik1245	Kuikuroan			
kuik1246	Kuikúro-Kalapálo	-12.3035	-53.2261	kui
kuja1239	Kujarge	11.7473	22.1956	vkj
kuja1240	Kujaa			
kuji1238	Kujinga			
kuka1245	Kukanar			
kuka1246	Kukatja	-20.3321	127.666	kux
kuka1247	Kuka			
kuka1248	Kukatja Auxiliary Sign Language			
kuke1241	Kukele-Uzekwe			
kuke1242	Kukele	6.70286	8.39343	kez
kuke1244	Kuken			
kuki1245	Kuki-Chin-Naga			
kuki1246	Kuki-Chin			
kukk1239	Kuk	6.43762	10.1841	kfn
kukk1240	Kukkuzi			
kukn1238	Kukna	20.5657	73.5713	kex
kuko1238	Kukoma			
kukr1239	Kukra			
kuku1273	Kuku-Yalanji	-16.0036	145.188	gvn
kuku1274	Kuku-Nyungkul			
kuku1275	Kuku-Biraji			
kuku1276	Kuku-Wik-Ep			
kuku1277	Kuku-Wik			
kuku1279	Kuku-Mangk	-14.2866	141.824	xmq
kuku1280	Kuku-Uwanh	-14.0756	141.724	uwa
kuku1281	Kuku-Ugbanh	-13.9882	141.569	ugb
kuku1282	Kuku-Mu'inh	-14.201	141.709	xmp
kuku1283	Kuku-Muminh	-14.0959	141.625	xmh
kuku1284	Jog Goor			
kuku1285	Kuku	3.9613	31.537	ukv
kuku1286	Kukura			
kuku1288	Kuku Naga	26.3811	95.678	
kukw1235	Kukwaya			
kukw1245	Kukwe			
kukw1246	Kukwo			
kula1275	Kula (Australia)			
kula1276	Kulag			
kula1277	Kulango			
kula1278	Kula (Tanzania)			
kula1279	Kulamanen			
kula1280	Kula (Indonesia)	-8.2384	125.004	tpg
kula1281	Kulatela			
kula1282	Kula Watena			
kula1283	Kulango-Lorom			
kula1284	Kulawi			
kula1285	Kulaalic			
kula1286	Kulag-Jog Goor			
kula1287	Kulam			
kuld1238	Kuldaji			
kule1242	Kulere (Cote d'Ivoire)			
kule1247	Kulere	9.18	8.85	kul
kulf1238	Kulfa	9.96327	18.9055	kxj
kuli1251	Kulin			
kuli1252	Kuliak			
kuli1254	Kulisusu	-4.58411	123.045	vkl
kuli1255	Kulina Pano	-6.17715	-72.0438	xpk
kuli1256	Kulin-Bunganditj			
kulj1234	Kuljub			
kulk1234	Kulkalgau Ya			
kull1236	Kullu Pahari	31.8339	77.3772	kfx
kulo1237	Pazeh-Kahabu	23.7562	120.976	pzh
kulo1238	Kulon	25.00238	121.32473	uon
kulu1252	Kulungic			
kulu1253	Kulung (Nepal)	27.1606	87.5717	kle
kulu1254	Kulung Muthun			
kulu1255	Kulung (Nigeria)	9.20815	11.04651	bbu
kulu1256	Kulur			
kulu1257	Kulu			
kuma1273	Kumaoni	29.5622	80.0171	kfy
kuma1274	Kumarbhag Paharia	24.1217	87.2699	kmj
kuma1275	Kumam	1.74748	33.2116	kdi
kuma1276	Nêlêmwa-Nixumwak	-20.4035	164.193	nee
kuma1277	Kumalahu			
kuma1278	Kumalu	-7.1135	146.57	ksl
kuma1279	Kuman-Dom-Gunaa			
kuma1280	Kuman	-5.90586	144.977	kue
kuma1281	Kumamoto-ben			
kuma1282	Kumandene Tariana			
kuma1283	Kumanovo			
kuma1284	Kumandin	52.88489	86.3233	
kumb1238	Kumba	8.82122	12.04155	ksm
kumb1266	Kumbhari			
kumb1267	Kumbaran			wkb
kumb1268	Kumbainggar	-29.8189	152.913	kgs
kumb1269	Kumbo (Ijoid)			
kumb1270	Kumbo			
kumb1271	Kumbule			
kumb1272	Kumba (Democratic Republic of Congo)			
kumb1273	Kumbere			
kumb1274	Kumbewaha	-5.34485	123.154	xks
kumb1278	Kumbi			
kumb1279	Kumbo-Takum			
kumh1238	Kumhali	27.8297	84.1357	kra
kumi1246	Kumi			
kumi1248	Tipai	32.331	-116.604	dih
kumi1249	Kumil			
kumi1250	Kumil-Tibor			
kumn1236	Kum-Nel-Yua-Cac			
kumn1237	Kum-Nel-Yua			
kumu1246	Kumux			
kumu1247	Kumukio	-6.03128	147.411	kuo
kumu1248	Kumun			
kumy1244	Kumyk	43.0	47.0	kum
kumz1235	Kumzari	26.1602	56.4202	zum
kuna1263	Kunai			
kuna1265	Kunar (Southeast Pashayi)			
kuna1266	Kunabe			
kuna1267	Kunabembe			
kuna1268	Kunama	14.5879	37.5292	kun
kuna1280	Kuna			
kunb1248	Kundi (Khandesi)			
kunb1249	Kunban			
kunb1250	Kunbi			
kunb1251	Kunbarlang	-11.9133	133.723	wlg
kunb1252	Kunbis of Poona			
kund1251	Kundri			
kund1252	Kundur			
kund1253	Kunduvadi	11.7535	76.2015	wku
kund1254	Kunda			
kund1255	Chikunda	-15.7337	30.2804	kdn
kund1256	Kunda (Democratic Republic of Congo)			
kund1257	Kundal Shahi	34.5588	73.8288	shd
kund1258	Kundedjnjenghmi			
kund1259	Kundapura Kannada			
kune1234	Kunene			
kune1235	Kune Dulerayek			
kune1236	Kune Narayek			
kunf1238	Kunfal			xuf
kunf1239	Kunfäl			
kung1258	Kunggari	-24.2182	143.222	kgl
kung1259	Kungarakany	-12.7	130.881	ggk
kung1260	Kung	6.53881	10.2073	kfl
kung1261	North-Central Ju	-21.92	18.0	knw
kung1262	Kunggara	-17.62553	141.1441	kvs
kuni1263	Kuni	-8.66368	146.874	kse
kuni1264	Kunini	-9.080784	143.030921	
kuni1265	Kuni-Boazi	-6.97504	141.365	kvg
kuni1266	Kuni (Western Province)			
kuni1267	Kunimaipa	-8.09371	146.908	kup
kuni1268	Kunigami	26.5911	128.068	xug
kuni1269	Kunindirri			
kuni1270	Kunimaipan			
kuni1271	Kuningan Sundanese			
kunj1245	Kunjen	-16.6807	143.53	kjn
kunj1246	Kánchá	-8.92289	141.424	pep
kunj1247	Kunjip			
kunj1248	Southwestern Alaya-Athima			
kunl1238	Kunlang			
kunm1234	Kunming Chinese	25.049711	102.72274	
kuns1242	Kunshenu			
kunt1238	Kunteni			
kuny1238	Kunyi	-3.69702	12.5197	njx
kunz1243	Xunzax			
kunz1244	Kunza	-23.0	-69.0	kuz
kuoo1238	Kuo	7.97771	15.4843	xuo
kuot1243	Kuot	-3.06952	151.537	kto
kupa1238	Kupa	8.48437	6.35806	kug
kupa1239	Kupang Malay	-10.2526	123.63	mkn
kupi1238	Kupia	16.4708	79.5153	key
kupi1239	Kupin			
kupm1238	Kup-Minj			
kupn1234	Kupndiiriat			
kupo1240	Kupome			
kups1238	Kupsabiny	1.33197	34.5991	kpz
kura1247	Kurangal			
kura1248	Kura Ede Nago	9.43401	1.49505	nqk
kura1249	Kurama	10.4766	7.93507	krh
kura1250	Kuranko	9.49325	-10.6122	knk
kurb1242	Kurbat of Western Iran			
kurd1258	Kurdar			
kurd1259	Kurdish			kur
kurd1260	Kurdish Sign Language	36.829499	44.28591	
kure1239	Kure			
kure1240	Kureinji			
kurf1238	Kurfey			
kuri1256	Kurichiya	11.8226	75.5203	kfh
kuri1259	Kuria	-1.50636	34.5049	kuj
kuri1260	Nabi	-2.80683	134.098	nbn
kuri1265	Kuri (Buduma)			
kuri1269	Kuria Muria			
kuri1270	Kuri			
kuri1271	Kuril Ainu	49.401648	154.722412	
kuri1272	Kurima			
kuri1276	Kuriaic			
kurm1243	Kurmukar	26.9175	87.3205	kfv
kurm1244	Kurmi			
kurm1245	Kurmin Dangana	9.6	7.916667	
kuro1242	Kur-Urmi	48.806	134.121	
kuro1243	Kuroshima			
kurr1243	Kurrama	-22.2134	117.51	vku
kurr1244	Kur (Nigeria)			
kurr1245	Kur	-5.34077	131.986	kuv
kurt1247	Kurtat			
kurt1248	Kurtokha	27.5365	90.9822	xkz
kurt1249	Kurtala			
kurt1250	Kurti	-2.01187	147.036	ktm
kurt1251	Kurti-Kele-Ere			
kurt1252	Kurti-Elu			
kuru1300	Kurux-Malto			
kuru1301	Kurukh	24.46442	86.46568	kru
kuru1302	Indian Kurux	24.4644	86.4657	
kuru1303	Kururu			
kuru1304	Kuruwer			
kuru1305	Kurudu	-1.8444	137.018	kjr
kuru1306	Kurur			
kuru1307	Kuru			
kuru1308	Kurungtufu			
kuru1309	Kuruáya	-3.09561	-52.2303	kyr
kuru1310	Purus Paumari			
kuru1311	Kurung Kumey	27.9041107	93.3393983	
kuru1312	Kuru-Maninka			
kusa1250	Kusaal	10.9703	-0.38756	kus
kusa1251	Kusaghe-Njela	-8.04056	157.463	ksg
kusa1252	Kusa-Manlea			
kusa1253	Kusaghe			
kuse1238	Kuseki			
kusg1238	Kigile-Kusgilo			
kush1236	Kushi	9.40731	10.9396	kuh
kusk1241	General Central Yup'ik			
kust1238	Kustenau	-14.9	-53.15	
kusu1250	Kusunda	28.33	82.6	kgg
kusu1251	Kusuntu			
kusu1252	Kusu	-3.61459	25.2923	ksv
kusu1253	Kusuri			
kusw1234	Kuswaric			
kuta1241	Kutang Ghale	28.3808	84.93	ght
kuta1242	Kuta			
kute1248	Kutep	7.07479	10.0916	kub
kute1249	Kutenai	48.7892	-115.065	kut
kuth1239	Kuthant-Gurdjar			
kuth1240	Kuthant	-17.4566	140.958	xut
kuti1243	Kuti			
kuto1237	Kuto-Kute			
kutt1236	Kutto	10.7074	11.4953	kpa
kutu1261	Kutule			
kutu1262	Kuturmi	10.1485	7.96524	khj
kutu1263	Kutu	-7.23789	37.8623	kdc
kutu1264	Kutu (Mongo)			
kutu1265	Kutu (Libinza)			
kutu1266	Kutubu			
kutu1267	Kutu-Zaramo			
kutu1268	Kuturmi-Ajiya			
kuuk1238	Kuuku-Ya'u	-12.4947	143.165	kuy
kuuk1242	Kuuku			
kuuk1243	Kuuk-Yak	-14.810589	141.788992	uky
kuun1236	Kuungkari of Barcoo River	-24.75108713	143.5365228	lku
kuun1237	Kuunem			
kuva1242	Kuvakan			
kuva1244	Kuvale	-15.3065	12.7148	olu
kuve1239	Kuvenmas			
kuvi1243	Kuvi	18.8832	83.7552	kxv
kuwa1246	Kuwaataay	12.48255	-16.74835	cwt
kuwa1247	Kuwaa	7.54885	-9.9765	blh
kuwa1251	Kuwaiti Hadari Arabic			
kuwa1252	Kuwaiti Sign Language	29.376662	47.98118	
kuwa1253	Kuwa			
kuwi1234	Kuwirrinji			
kuya1247	Kuy Antra			
kuya1248	Kuy Anthua			
kuya1249	Kuya			
kuya1251	Kuyan			
kuym1241	Kuy Mlor			
kuym1242	Kuy May			
kuys1235	Kuy-Souei			
kuyu1236	Kuyubi	-11.75	-64.0	
kuyy1240	Kuy	14.6698	104.911	kdt
kvan1238	Kvanxidatl			
kvan1243	Kvanada-Gimerso			
kven1236	Kven Finnish	69.3772	29.5434	fkv
kwaa1262	Baa	9.42222	11.4439	kwb
kwaa1263	Kwaafi			
kwaa1264	Kwa (Fipa)			
kwaa1265	Kwa'	4.88273	10.3453	bko
kwaa1269	Kwaami	10.4141	11.0192	ksq
kwad1244	Kwadi	-15.8745	12.1147	kwz
kwad1248	Kw'adza	-4.00743	35.1828	wka
kwag1238	Kwagallak			
kwai1243	Kwaio	-8.93744	160.965	kwd
kwai1244	Kwaibida			
kwai1245	Kwaibo			
kwaj1241	Kwaji			
kwaj1242	Kwaja-Ndaktup	6.650434	11.06	kdz
kwaj1243	Kwaja			
kwak1264	Kwak	6.66524	11.1087	kwq
kwak1265	Kwakwagom			
kwak1266	Kwakum	4.34393	13.6446	kwu
kwak1267	Kwak (Yamba)			
kwak1268	Kwakiutlan			
kwak1269	Kwak'wala	50.9269	-127.308	kwk
kwak1270	Kwa-Kasai North			
kwak1271	Kwak Shilluk			
kwal1254	Kwaludhi			
kwal1255	Kwali			
kwal1256	Kwalaiwa			
kwal1257	Kwalean			
kwal1258	Kwalhioqua-Clatskanie	46.111979	-123.209332	qwt
kwal1259	Kwalhioqua			
kwam1249	Gwama	9.50836	34.2457	kmq
kwam1250	Kwami	-1.53712	27.4633	ktf
kwam1251	Kwambi	-18.0339	15.7294	kwm
kwam1252	Kwamera	-19.5954	169.442	tnk
kwam1253	Kwamana			
kwam1254	Kwamtim One	-3.44911	141.889	okk
kwam1256	Kwami-Kupto			
kwam1257	Kwambi-Ndonga			
kwan1271	Kwange			
kwan1273	Kwangali	-17.9026	19.256	kwn
kwan1274	Kwandi			
kwan1275	Kwangwa			
kwan1276	Kwanja	6.30293	11.6931	knp
kwan1277	Kwange (Nigeria)			
kwan1278	Kwanga	-3.74263	142.711	kwj
kwan1285	Kwang	10.1181	16.5129	kvi
kwan1286	Kwanga-Mende			
kwan1288	Kwangali-Diriku			
kwan1289	Kwandu	-13.80147	13.11922	xdo
kwan1290	Kwantlen			
kwar1239	Kwara'ae	-8.75779	160.804	kwf
kwar1243	Kwarta Mataci			
kwas1243	Kwasio	2.39354	10.0812	nmg
kwas1244	Kwasang			
kwas1245	Kwasio-Gyele			
kwat1244	Kwato	-5.53799	145.629	kop
kwat1245	Kwatay-Karon-Mlomp			
kwat1246	Kwatl	30.049	-115.386	
kwav1236	Kwa Volta-Congo			
kwaw1238	Kwawu			
kway1241	Kwaya	-1.80737	33.71	kya
kway1242	Kwayam			
kwaz1242	Kwazwimba			
kwaz1243	Kwaza	-11.6667	-61.1833	xwa
kweg1241	Kwegu	5.40416	36.1702	xwg
kwen1245	Kwena			
kwen1246	Kweny			
kwen1247	Kwenyii			
kwer1240	Kwerba-Samarokena			
kwer1242	Greater Kwerba			
kwer1261	Kwere	-6.50666	38.4449	cwe
kwer1262	Kwerbaic			
kwer1263	Kwerba Mamberamo	-2.56457	138.436	xwr
kwer1264	Kwerisa	-2.99145	138.135	kkb
kwer1265	Kwer	-5.02008	140.012	kwr
kwer1266	Kwer-Kopkaka-Burumakok			
kwer1267	Kwer-Burumakok			
kwes1244	Kwese	-5.60445	18.5759	kws
kwes1245	Kwesten	-2.03622	138.853	kwt
kwes1246	Kweso			
kwii1241	!Ui			
kwik1234	Kwikwetlem			
kwil1238	Kwilu-Ngounie			
kwil1239	Kwilu-Kamtsha			
kwin1241	Kwini	-14.2515	126.562	gww
kwin1242	Kwinsu	-2.3038	139.5137	kuc
kwin1243	Kwinti	5.1323	-56.1266	kww
kwis1235	Kwisi			
kwol1241	Kwolla			
kwom1262	Kwoma	-4.08721	142.664	kmo
kwom1263	Kwomtari-Nai			
kwom1264	Kwoma-Manambu Pidgin	-4.072276	142.842763	
kwon1238	Kwonci			
kwus1239	Kwusaun			
kwye1234	Kwyeny			
kxaa1236	Kxa			
kxau1241	Groot Laagte =/Kx'au//'ein	-21.0554	21.1793	aue
kxau1242	/=Ungkue	-29.4046	22.2901	
kxoe1242	Kxoe-Ani			
kxoe1243	Kxoe	-16.59051	22.599835	xuu
kxoe1244	Kxoedam			
kyab1238	Kyabrat			
kyak1243	Kyak	9.51524	11.2785	bka
kyak1244	Kyaka	-5.52462	144.119	kyc
kyan1239	Kyanzi			
kyau1238	Kyaura			
kyeg1234	Kyegu-Nangchen			
kyeg1235	Kyegu Tibetan			
kyen1241	Kyenga-Shanga			
kyen1242	Kyenga	11.5953	3.58651	tye
kyen1243	Kyenele	-4.66964	143.855	kql
kyer1238	Kyerung	28.2922	85.4257	kgy
kyik1234	Kỳikatêjê			
kyir1235	Kyirong-Kagate			
kyir1236	Kyirong			
kyon1245	Kyon			
kyon1246	Kyong			
kyon1247	Kyongsangdo	35.3	128.3	
kyoo1238	Kyo			
kyot1238	Kyoto			
kyou1238	Kyou			
kyur1234	Kyurav			
kyur1235	Kyurin			
kyus1238	Kyūshū			
kyzy1244	Kyzyl			
kyzy1245	Kyzylbash			
kyzy1246	Kyzyl-Melet			
laaa1238	La			
laab1237	Laabe			
laad1235	Láadan			ldn
laad1236	Laadi			
laal1241	Láá Láá Bwamu	11.6524	-3.17735	bwj
laal1242	Laal	10.0063	17.6143	gdm
laal1244	Laali-Yaa			
laan1234	Lääne			
laar1238	Laari	-4.25	14.9	ldi
laba1241	Laba	1.66675	127.583	lau
laba1242	Labalekan			
labe1239	Label	-4.46971	152.678	lbb
labe1240	Labe			
labe1241	Label-Bilur			
labi1244	La'bi	7.85817	15.2895	lbi
labi1245	Labir	10.4847	9.59527	jku
labo1236	Labourdin			
labo1243	Labo Phowa	23.9	103.4	ypb
labo1244	Ninde	-16.4291	167.442	mwi
labo1245	Lābó Pumi			
labr1244	North Labrador Eskimo			
labt1234	Lab Tosk			
labu1248	Labu	-6.75	146.903	lbu
labu1249	Labuk-Kinabatangan Kadazan	5.51924	117.507	dtb
labu1250	Labuk (Kadazan)			
labu1251	Labuandiri			
labu1252	Labuan			
labu1253	Labuk (Tidund)			
labw1238	Labwor	2.699942	33.657947	lth
laca1243	Lacandon	17.02093	-91.42348	lac
laca1244	Lacanjá			
lacc1239	Lac			
lach1246	Lach			
lach1247	Lachic			
lach1248	Lachi	22.8549	104.776	lbt
lach1249	Lachixío Zapotec	16.7215	-96.9318	zpl
lach1250	Lachiguiri Zapotec	16.5772	-95.5367	zpa
lach1251	Lachirioag Zapotec			ztc
laco1243	La Conception			
lacs1238	Lac Seul Ojibwa			
lact1237	Lactan			
lada1242	Western Archaic Tibetan			
lada1244	Leh Ladakhi	33.468	80.6013	lbj
lada1245	Ladakhi Sign			
ladi1250	Ladin	46.60651	11.89498	lld
ladi1251	Ladino	41.205	28.6632	lad
ladj1234	Ladji Ladji			llj
lado1234	Ladogan			
laek1243	Laeko-Libuat	-3.69618	142.237	lkl
lafi1238	La'fi			
lafo1243	Lafofa	10.3357	30.7331	laf
laga1241	Lagarteiru			
laga1242	Lagawe Ifugao			
lagh1243	Laghman			
lagh1244	Laghuu-Core Muji			
lagh1245	Laghuu	22.2674	103.929	lgh
lagh1246	Laghu	-8.00509	158.961	lgb
lagi1237	Lagis			
lago1242	Lagowa			
lago1243	Barupu Lagoon			
lagu1249	Lagume			
lagu1250	Laguna			
lagu1251	Laguna Keres			
lagw1237	Lagwan	11.5592	14.9884	kot
laha1249	Lahaulic			
laha1250	Laha (Viet Nam)	21.55149	103.86379	lha
laha1251	Laha (Indonesia)	-3.70755	128.073	lhh
laha1252	Laha Serani			
laha1253	Lahanan	2.72734	113.947	lhn
laha1254	Lahada			
laha1255	Lahauli-Spiti			
laha1256	Lahad Datu Iranun			
lahi1234	Lahijani			
lahn1241	Greater Panjabic			
laho1234	Lahoid			
laht1236	Lahta Karen	20.1797	97.3791	kvt
lahu1250	Lahul Lohar	32.583	77.0	lhl
lahu1252	Lahu Shi	21.2078	100.97	lhi
lahu1253	Lahu	21.2701	100.214	lhu
lahu1254	Lahu Phung			
lahu1255	Lahu Shi (Retired)			kds
lahy1238	Lahıc			
laia1241	Laia			
laia1242	Laiagam			
laic1236	Lai Chin			
laii1239	Lai			
laim1240	Laimbue	6.28158	10.1427	lmx
lain1234	Lainongic			
lair1234	Lairamlo	24.615	94.225	
lait1238	Laitokitok			
lait1239	Laitu Chin			clj
laiw1239	Laiwui			
laiw1240	Laiwonu			
laiy1245	Laiyen			
laiy1246	Laiyolo	-6.45512	120.483	lji
laiy1247	Laiya			
laiz1241	Laizo			
laja1238	La Jalca			
laju1238	Laju	26.8954	95.5811	
laka1251	Lakadong			
laka1252	Laka of Lau (Nigeria)	9.14965	11.228	lak
laka1253	Lakama'di			
laka1254	Laka (Chad)	7.78997	16.0193	lap
laka1255	Lakalei	-8.86372	125.716	lka
lake1254	Laket			
lake1255	Lakes Plain			
lake1256	Lakes Okanagan			
lake1257	Lake of the Woods Ojibwa			
lake1258	Lake Miwok	39.0021	-122.621	lmw
lake1259	Lake Constance Alemannic			
lake1260	Lakei			
lake1261	Lake Cowichan			
lake1262	Lake Patzcuaro Islands and Western Shore			
lake1263	Lake Poso			
lakh1240	Lakha	27.6325	90.3336	lkh
laki1244	Laki	34.0103	47.9398	lki
laki1245	Laking			
laki1246	Laki-Kurdish			
laki1247	Lakic Southern Kurdish			
lakk1237	Lakkia-Biao			
lakk1238	Lakkia	24.1169	110.106	lbc
lakk1252	Lak	42.1328	47.0809	lbe
lako1244	Lakota Dida	5.86012	-5.40633	dic
lako1245	Lakon	-14.29899	167.429382	lkn
lako1246	Lakor			
lako1247	Lakota	46.3699	-103.95	lkt
lako1248	Lakondê	-13.2	-60.5	lkd
laku1237	Lakudo			
laku1238	Lakuramau	-2.883333	151.25	lxm
lala1261	Lala-Roba	9.89429	12.169	lla
lala1262	Lala (Nigeria)			
lala1263	Lala (Nguni)			
lala1264	Lala-Bisa	-12.945	30.2297	leb
lala1265	Lala (Lala-Bisa)			
lala1266	Lalang			
lala1267	Lalaura			
lala1268	Lala	-8.93195	146.749	nrz
lala1269	Lalamana			
lala1270	Lalana Chinantec	17.58251	-96.00645	cnl
lala1271	Lalaeo			
lali1241	Lalin			
lali1242	Lalia	-1.11711	23.3634	lal
lali1243	Lalitpur Pahari Newari			
lall1238	Lallere			
lalo1239	Lalomerui			
lalo1240	Lalo			
lalo1241	Lalok			
lalu1234	Laluba-Lavu			
lama1273	Lamalamic			
lama1274	Lama-Tissi			
lama1275	Lama (Togo)	8.66954	0.833293	las
lama1276	Lamandau			
lama1277	Lamaholot	-8.36439	122.803	slp
lama1278	Peripheral Lembata	-8.53225	123.442	lmr
lama1279	Lamatuka	-8.39374	123.586	lmq
lama1280	Lamag Sungai			
lama1281	Lamai			
lama1287	Lamang-Hdi			
lama1288	Lamang	11.0243	13.7362	hia
lama1289	Lama (Myanmar)	27.6237	98.4694	lay
lama1290	Lamam	14.3658	107.336	lmm
lama1291	Lamamic			
lama1293	Lamaholot Barat			
lama1294	Lamaholot Tengah			
lama1296	Lama Naga			
lama1297	Lamaholot Timur			
lama1298	Lamakera			
lama1299	Lamalera			
lama1300	Lamahora			
lama1301	Lamalchi			
lamb1269	Lambadi	16.5734	76.9717	lmn
lamb1270	Lambwe			
lamb1271	Lamba	-12.3366	27.9026	lam
lamb1272	Lambya	-9.49372	33.15852	lai
lamb1273	Lamboya	-9.70434	119.344	lmy
lamb1274	Lambunao			
lamb1275	Lambau			
lamb1276	Lambayeque Quechua	-6.1715	-79.468	quf
lamb1277	Lambichhong	27.0543	87.2168	lmh
lamd1238	Lamdija			
lamd1241	Lamdo			
lame1256	Lamet	20.40086	100.58413	lbn
lame1257	Lame	10.7229	8.78768	bma
lame1259	Lamenu-Lewo			
lame1260	Lamenu	-16.6098	168.171	lmu
lame1261	La Mesa del Nayar Cora			
lame1268	Lamé			
lame1269	Lameic			
