alun1238,Primarily oral
amba1265,Primarily oral
angg1239,Primarily oral
aral1243,Primarily oral
aran1237,Primarily oral
asue1235,Primarily oral
awyi1241,Primarily oral
badi1247,don't know
baha1258,don't know
bala1315,Written
bali1278,Primarily oral
bamb1270,Written
bang1368,Primarily oral
bant1286,Primarily oral
bata1289,Primarily oral
bata1292,Primarily oral
bata1293,Primarily oral
bauz1241,Primarily oral
beng1239,Primarily oral
beri1254,Primarily oral
beta1252,Written
biak1248,Primarily oral
bima1247,Primarily oral
bugi1244,Written
buli1255,Primarily oral
buru1303,Primarily oral
cent2117,Primarily oral
coas1295,Written
daak1235,Primarily oral
dobe1238,Written
dout1240,Primarily oral
east2440,Primarily oral
eipo1242,Primarily oral
ekar1243,Primarily oral
else1239,Primarily oral
emba1238,Primarily oral
engg1245,Primarily oral
ford1242,Written
gale1259,Primarily oral
gayo1244,Written
goro1259,Primarily oral
hata1243,Primarily oral
iauu1242,Primarily oral
ihaa1241,Primarily oral
indo1317,Primarily oral
irar1238,Primarily oral
isir1237,Primarily oral
kama1365,Primarily oral
kamb1299,Primarily oral
kamo1255,Primarily oral
kaur1271,Primarily oral
keda1252,Primarily oral
keii1239,Primarily oral
kemt1242,Written
keoo1238,don't know
kete1254,Primarily oral
kima1246,don't know
kiri1256,don't know
kisa1266,Primarily oral
kola1285,Primarily oral
kome1238,Primarily oral
koro1312,Primarily oral
kosa1249,Primarily oral
kuii1253,don't know
kula1280,don't know
lama1277,Primarily oral
lamp1243,Primarily oral
lari1255,Primarily oral
lauj1238,Primarily oral
ledo1238,Primarily oral
leti1246,Primarily oral
lowe1415,Primarily oral
luan1263,Primarily oral
maan1238,Primarily oral
maib1239,Primarily oral
maka1311,Written
makl1246,Primarily oral
mala1480,Primarily oral
mala1481,Written
mama1276,Written
mand1442,Written
mang1405,Primarily oral
mani1235,Primarily oral
maya1282,don't know
ment1249,Primarily oral
meya1236,Primarily oral
mina1268,Written
momu1241,Primarily oral
mong1342,Primarily oral
moni1261,Primarily oral
morm1235,Primarily oral
moro1289,Primarily oral
mpur1239,Primarily oral
muna1247,Written
napu1241,Primarily oral
ngad1261,Primarily oral
ngaj1237,Primarily oral
nias1242,Written
nucl1452,Primarily oral
nucl1454,Primarily oral
nucl1460,Written
nucl1594,Primarily oral
nucl1595,Primarily oral
nucl1632,Primarily oral
nucl1633,Primarily oral
nucl1634,Primarily oral
obok1239,Primarily oral
orya1242,Primarily oral
pado1242,Primarily oral
pagu1249,Primarily oral
pamo1252,Primarily oral
papu1250,Written
paul1238,Primarily oral
rata1244,Primarily oral
reja1240,Primarily oral
rian1263,don't know
sabu1255,Primarily oral
sahu1245,Primarily oral
sawa1247,Primarily oral
sela1259,Primarily oral
sela1260,Primarily oral
sika1262,Primarily oral
sika1263,Primarily oral
siku1242,Primarily oral
sime1241,don't know
sobe1238,Primarily oral
sout2895,Primarily oral
suab1238,Primarily oral
sund1252,Written
taba1263,Primarily oral
tabl1243,Primarily oral
tala1285,Primarily oral
tama1336,don't know
tehi1237,Primarily oral
teng1267,don't know
term1237,Primarily oral
tern1247,don't know
tido1248,Primarily oral
toba1266,don't know
tobe1252,Primarily oral
tond1251,Written
tont1239,Primarily oral
tora1261,Primarily oral
tugu1245,don't know
tuka1248,Primarily oral
umaa1242,Primarily oral
umal1238,Written
unaa1239,Primarily oral
wamb1259,Primarily oral
ware1253,Primarily oral
waro1242,Primarily oral
wers1238,Primarily oral
west2538,Written
west2600,Primarily oral
woli1241,Primarily oral
yamd1240,Written
yaqa1246,Primarily oral
yelm1242,Primarily oral
biat1246,Written
buka1257,Written
java1254,Written
saba1265,Written
sout2918,Written
taus1251,Written
mala1479,don't know
aman1265,Primarily oral
dera1245,Primarily oral
mane1266,don't know
ngka1235,Primarily oral
nucl1622,Primarily oral
sout2940,don't know
wari1266,Written
yeii1239,Primarily oral
sang1336,Primarily oral
tetu1245,Written
uabm1237,Primarily oral
iris1235,Primarily oral
isra1236,Primarily oral
lish1245,Primarily oral
hebr1245,Written
